guard,1783104581.932549833
1783104581.933890680,100
1783104582.463429817,100
1783104582.993655719,100
1783104583.523895089,100
1783104584.052556521,100
1783104584.582285127,100
1783104585.113099438,100
1783104585.643584707,100
1783104586.173028798,100
1783104586.703429391,100
1783104587.232249664,100
1783104587.761699482,100
1783104588.291045709,100
1783104588.821224788,100
1783104589.350743453,100
1783104589.879019998,100
1783104590.407789577,100
1783104590.936905413,100
1783104591.467181182,100
1783104591.996741938,100
1783104592.527010731,100
1783104593.059810287,100
1783104593.589891494,100
1783104594.120163732,100
1783104594.649205535,100
1783104595.180083892,100
1783104595.710378938,100
1783104596.240820640,100
1783104596.771907047,100
1783104597.303760467,100
1783104597.834465315,100
1783104598.364723452,100
1783104598.892348898,100
1783104599.420241733,100
1783104599.950211672,100
1783104600.480664557,100
1783104601.011288282,100
1783104601.540853899,100
1783104602.070653980,100
1783104602.601321833,100
1783104603.130594955,100
1783104603.658396152,100
1783104604.185801246,100
1783104604.714812977,100
1783104605.242355981,100
1783104605.770182561,100
1783104606.302349233,100
1783104606.832910702,100
1783104607.362330482,100
1783104607.892504984,100
1783104608.421043857,100
1783104608.950645414,100
1783104609.480817520,100
1783104610.009549458,100
1783104610.539002429,100
1783104611.069198492,100
1783104611.599077515,100
1783104612.128399118,100
1783104612.658974871,100
1783104613.189379926,100
1783104613.718192256,100
1783104614.245627673,100
1783104614.775322458,100
1783104615.305438636,100
1783104615.835299955,100
1783104616.364870922,100
1783104616.895043020,100
1783104617.423758319,100
1783104617.953359354,100
1783104618.482641127,100
1783104619.010000177,100
1783104619.539663724,100
1783104620.069181356,100
1783104620.596964750,100
1783104621.125990851,100
1783104621.656387541,100
1783104622.186131243,100
1783104622.715077594,100
1783104623.244455293,100
1783104623.773433106,100
1783104624.304403819,100
1783104624.834149902,100
1783104625.362647666,100
1783104625.892555461,100
1783104626.421648246,100
1783104626.951299975,100
1783104627.481025418,100
1783104628.010011744,100
1783104628.539105286,100
1783104629.067683162,100
1783104629.596203686,100
1783104630.126438754,100
1783104630.655551810,100
1783104631.185325910,100
1783104631.716027863,100
1783104632.244699076,100
1783104632.773853997,100
1783104633.304875245,100
1783104633.833706304,100
1783104634.363245423,100
1783104634.893623461,100
1783104635.422377082,100
1783104635.952035080,100
1783104636.481527255,100
1783104637.011606261,100
1783104637.540486710,100
1783104638.069616952,100
1783104638.599087231,100
1783104639.128935726,100
1783104639.657743194,100
1783104640.186513838,100
1783104640.714453450,100
1783104641.244523118,100
1783104641.773916366,100
1783104642.305979240,100
1783104642.836042765,100
1783104643.374946515,100
1783104643.903483620,100
1783104644.432973971,100
1783104644.963006584,100
1783104645.492356037,100
1783104646.020923656,100
1783104646.548778619,100
1783104647.078558227,100
1783104647.607674597,100
1783104648.138109673,100
1783104648.666093277,100
1783104649.192800948,100
1783104649.722234674,100
1783104650.251285422,100
1783104650.780168651,100
1783104651.310113156,100
1783104651.840105815,100
1783104652.369598633,100
1783104652.899753187,100
1783104653.429871617,100
1783104653.958880244,100
1783104654.488316940,100
1783104655.017634512,100
1783104655.546338725,100
1783104656.074900508,100
1783104656.605142486,100
1783104657.135241846,100
1783104657.664473483,100
1783104658.193317578,100
1783104658.721873816,0
